sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,name,description,short_description,price,special_price,special_from_date,special_to_date,cost,weight,manufacturer,meta_title,meta_keyword,meta_description,image,small_image,thumbnail,media_gallery,color,news_from_date,news_to_date,gallery,status,url_key,url_path,minimal_price,visibility,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,options_container,required_options,has_options,image_label,small_image_label,thumbnail_label,created_at,updated_at,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,msrp,tax_class_id,gift_message_available,condition,part_type,part_number,accept_offer_price,decline_offer_price,server_compatibility,featured,generation,server_type,processor,cpu_quantity,cpu_speed,cpu_cores,ram_quantity,ram_technology,hdd1_quantity,hdd1_capacity,hdd_size,raid,warranty,power_supply,hdd_tech,drive,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl180-g6-1,,Server,simple,Servers,"Default Category",base,ProLiant DL180 G6,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,999,,,,,50,HP,,,,proliant-dl180-g6.jpg,proliant-dl180-g6.jpg,proliant-dl180-g6.jpg,,,,,,1,proliant-dl180-g6-1,proliant-dl180-g6-1,,4,,,,,,"Block after Info Column",0,0,ProLiant DL180 G6,ProLiant DL180 G6,ProLiant DL180 G6,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,999,998.0,,No,6,Rack - 1U,Intel,2,2.26GHz,Quad,16GB,DDR3,4,146GB,2.5",Yes,3 Year,Single,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl180-g6.jpg,ProLiant DL180 G6,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl360-g6-8x-2.5-chassis-1,,Server,simple,Servers,"Default Category",base,ProLiant DL360 G6 - 8x 2.5" Chassis,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,755,,,,,35,HP,,,,proliant-dl360-g6-8x-2.5-chassis.jpg,proliant-dl360-g6-8x-2.5-chassis.jpg,proliant-dl360-g6-8x-2.5-chassis.jpg,,,,,,1,proliant-dl360-g6-8x-2.5-chassis-1,proliant-dl360-g6-8x-2.5-chassis-1,,4,,,,,,"Block after Info Column",0,0,ProLiant DL360 G6 - 8x 2.5" Chassis,ProLiant DL360 G6 - 8x 2.5" Chassis,ProLiant DL360 G6 - 8x 2.5" Chassis,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,755,754.0,,No,6,Rack - 1U,Intel,2,2.26GHz,Quad,16GB,DDR3,2,146GB,2.5",Yes,3 Year,Single,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl360-g6-8x-2.5-chassis.jpg,ProLiant DL360 G6 - 8x 2.5" Chassis,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl370-g6-1,,Server,simple,Servers,"Default Category",base,Proliant DL370 G6,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,1195,,,,,75,HP,,,,proliant-dl370-g6.jpg,proliant-dl370-g6.jpg,proliant-dl370-g6.jpg,,,,,,1,proliant-dl370-g6-1,proliant-dl370-g6-1,,4,,,,,,"Block after Info Column",0,0,Proliant DL370 G6,Proliant DL370 G6,Proliant DL370 G6,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,1195,1194.0,,No,6,Rack - 4U+,Intel,2,2.26GHz,Dual,32GB,DDR3,6,146GB,2.5",Yes,3 Year,Redundant,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl370-g6.jpg,Proliant DL370 G6,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 4U+ Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g6-1,,Server,simple,Servers,"Default Category",base,ProLiant DL380 G6,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,875,,,,,65,HP,,,,proliant-dl380-g6.jpg,proliant-dl380-g6.jpg,proliant-dl380-g6.jpg,,,,,,1,proliant-dl380-g6-1,proliant-dl380-g6-1,,4,,,,,,"Block after Info Column",0,0,ProLiant DL380 G6,ProLiant DL380 G6,ProLiant DL380 G6,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,875,874.0,,No,6,Rack - 2U,Intel,2,2.26GHz,Quad,16GB,DDR3,2,146GB,2.5",Yes,3 Year,Single,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl380-g6.jpg,ProLiant DL380 G6,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 2U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g6-nas-server-1,,Server,simple,Servers,"Default Category",base,ProLiant DL380 G6 NAS Server,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,1450,,,,,65,HP,,,,proliant-dl380-g6-nas-server.jpg,proliant-dl380-g6-nas-server.jpg,proliant-dl380-g6-nas-server.jpg,,,,,,1,proliant-dl380-g6-nas-server-1,proliant-dl380-g6-nas-server-1,,4,,,,,,"Block after Info Column",0,0,ProLiant DL380 G6 NAS Server,ProLiant DL380 G6 NAS Server,ProLiant DL380 G6 NAS Server,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,1450,1449.0,,Yes,6,Rack - 2U,Intel,2,2.26GHz,Quad,16GB,DDR3,8,500GB,2.5",Yes,3 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl380-g6-nas-server.jpg,ProLiant DL380 G6 NAS Server,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 2U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-ml110-g6-1,,Server,simple,Servers,"Default Category",base,Proliant ML110 G6,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,395,,,,,35,HP,,,,proliant-ml110-g6.jpg,proliant-ml110-g6.jpg,proliant-ml110-g6.jpg,,,,,,1,proliant-ml110-g6-1,proliant-ml110-g6-1,,4,,,,,,"Block after Info Column",0,0,Proliant ML110 G6,Proliant ML110 G6,Proliant ML110 G6,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,395,394.0,,No,6,Tower,Intel,1,2.4GHz,Quad,8GB,DDR3,2,146GB,3.5",Yes,1 Year,Single,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-ml110-g6.jpg,Proliant ML110 G6,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-ml350-g6-1,,Server,simple,Servers,"Default Category",base,ProLiant ML350 G6,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,1295,,,,,70,HP,,,,proliant-ml350-g6.jpg,proliant-ml350-g6.jpg,proliant-ml350-g6.jpg,,,,,,1,proliant-ml350-g6-1,proliant-ml350-g6-1,,4,,,,,,"Block after Info Column",0,0,ProLiant ML350 G6,ProLiant ML350 G6,ProLiant ML350 G6,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,1295,1294.0,,No,6,Tower,Intel,2,2.26GHz,Quad,16GB,DDR3,4,1TB,3.5",Yes,1 Year,Single,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-ml350-g6.jpg,ProLiant ML350 G6,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-ml350-g6-2,,Server,simple,Servers,"Default Category",base,ProLiant ML350 G6,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,1495,,,,,70,HP,,,,proliant-ml350-g6.jpg,proliant-ml350-g6.jpg,proliant-ml350-g6.jpg,,,,,,1,proliant-ml350-g6-2,proliant-ml350-g6-2,,4,,,,,,"Block after Info Column",0,0,ProLiant ML350 G6,ProLiant ML350 G6,ProLiant ML350 G6,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,1495,1494.0,,No,6,Tower,Intel,2,2.66GHz,Six,32GB,DDR3,2,2TB,3.5",Yes,1 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-ml350-g6.jpg,ProLiant ML350 G6,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-1750-1,,Server,simple,Servers,"Default Category",base,PowerEdge 1750,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,325,,,,,35,Dell,,,,poweredge-1750.jpg,poweredge-1750.jpg,poweredge-1750.jpg,,,,,,1,poweredge-1750-1,poweredge-1750-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 1750,PowerEdge 1750,PowerEdge 1750,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,325,324.0,,No,7,Rack - 1U,Intel,2,3.06GHz,Single,4GB,DDR2,3,36GB,3.5",None,6 Months,Redundant,SCSI,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-1750.jpg,PowerEdge 1750,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl360-g7-1,,Server,simple,Servers,"Default Category",base,Proliant DL360 G7,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,2455,,,,,40,HP,,,,proliant-dl360-g7.jpg,proliant-dl360-g7.jpg,proliant-dl360-g7.jpg,,,,,,1,proliant-dl360-g7-1,proliant-dl360-g7-1,,4,,,,,,"Block after Info Column",0,0,Proliant DL360 G7,Proliant DL360 G7,Proliant DL360 G7,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,2455,2454.0,,Yes,7,Rack - 1U,Intel,2,2.6GHz,Six,24GB,DDR3,4,500GB,2.5",Yes,3 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl360-g7.jpg,Proliant DL360 G7,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g7-1,,Server,simple,Servers,"Default Category",base,Proliant DL380 G7,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,2424,,,,,65,HP,,,,proliant-dl380-g7.jpg,proliant-dl380-g7.jpg,proliant-dl380-g7.jpg,,,,,,1,proliant-dl380-g7-1,proliant-dl380-g7-1,,4,,,,,,"Block after Info Column",0,0,Proliant DL380 G7,Proliant DL380 G7,Proliant DL380 G7,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,2424,2423.0,,Yes,7,Rack - 2U,Intel,2,2.6GHz,Six,24GB,DDR3,8,300GB,2.5",Yes,3 Year,Redundant,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl380-g7.jpg,Proliant DL380 G7,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 2U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl580-g7-1,,Server,simple,Servers,"Default Category",base,ProLiant DL580 G7,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,4995,,,,,85,HP,,,,proliant-dl580-g7.jpg,proliant-dl580-g7.jpg,proliant-dl580-g7.jpg,,,,,,1,proliant-dl580-g7-1,proliant-dl580-g7-1,,4,,,,,,"Block after Info Column",0,0,ProLiant DL580 G7,ProLiant DL580 G7,ProLiant DL580 G7,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,4995,4994.0,,No,7,Rack - 4U+,Intel,4,2.26GHz,Eight,128GB,DDR,4,256GB,2.5",Yes,3 Year,Single,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl580-g7.jpg,ProLiant DL580 G7,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 4U+ Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl585-g7-1,,Server,simple,Servers,"Default Category",base,Proliant DL585 G7,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,3350,,,,,100,HP,,,,proliant-dl585-g7.jpg,proliant-dl585-g7.jpg,proliant-dl585-g7.jpg,,,,,,1,proliant-dl585-g7-1,proliant-dl585-g7-1,,4,,,,,,"Block after Info Column",0,0,Proliant DL585 G7,Proliant DL585 G7,Proliant DL585 G7,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,3350,3349.0,,No,7,Rack - 4U+,AMD,2,2.4GHz,Twelve,64GB,DDR3,8,146GB,2.5",Yes,3 Year,Four,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl585-g7.jpg,Proliant DL585 G7,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 4U+ Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-1800-1,,Server,simple,Servers,"Default Category",base,PowerEdge 1800,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,825,,,,,75,Dell,,,,poweredge-1800.jpg,poweredge-1800.jpg,poweredge-1800.jpg,,,,,,1,poweredge-1800-1,poweredge-1800-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 1800,PowerEdge 1800,PowerEdge 1800,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,825,824.0,,No,8,Tower,Intel,2,3.0GHz,Dual,8GB,DDR2,2,1TB,3.5",Yes,1 Year,Single,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-1800.jpg,PowerEdge 1800,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-1800-2,,Server,simple,Servers,"Default Category",base,PowerEdge 1800,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,695,,,,,75,Dell,,,,poweredge-1800.jpg,poweredge-1800.jpg,poweredge-1800.jpg,,,,,,1,poweredge-1800-2,poweredge-1800-2,,4,,,,,,"Block after Info Column",0,0,PowerEdge 1800,PowerEdge 1800,PowerEdge 1800,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,695,694.0,,No,8,Tower,Intel,2,3.0GHz,Single,4GB,DDR2,2,500GB,3.5",Yes,1 Year,Single,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-1800.jpg,PowerEdge 1800,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-1850-enterprise-class-1,,Server,simple,Servers,"Default Category",base,PowerEdge 1850 - Enterprise Class,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,350,,,,,50,Dell,,,,poweredge-1850-enterprise-class.jpg,poweredge-1850-enterprise-class.jpg,poweredge-1850-enterprise-class.jpg,,,,,,1,poweredge-1850-enterprise-class-1,poweredge-1850-enterprise-class-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 1850 - Enterprise Class,PowerEdge 1850 - Enterprise Class,PowerEdge 1850 - Enterprise Class,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,350,349.0,,No,8,Rack - 1U,Intel,2,3.8GHz,Single,4GB,DDR2,2,36GB,3.5",None,6 Months,Single,SCSI,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-1850-enterprise-class.jpg,PowerEdge 1850 - Enterprise Class,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-2800-1,,Server,simple,Servers,"Default Category",base,PowerEdge 2800,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,825,,,,,100,Dell,,,,poweredge-2800.jpg,poweredge-2800.jpg,poweredge-2800.jpg,,,,,,1,poweredge-2800-1,poweredge-2800-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 2800,PowerEdge 2800,PowerEdge 2800,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,825,824.0,,No,8,Rack - 4U+,Intel,2,3.6GHz,Single,4GB,DDR2,3,300GB,3.5",Yes,1 Year,Redundant,SCSI,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-2800.jpg,PowerEdge 2800,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
