sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,accept_offer_price,color,condition,cost,country_of_manufacture,cpu_cores,cpu_quantity,cpu_speed,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decline_offer_price,description,drive,featured,gallery,generation,gift_message_available,has_options,hdd1_capacity,hdd1_quantity,hdd_size,hdd_tech,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,part_number,part_type,power_supply,price,processor,raid,ram_quantity,ram_technology,required_options,server_compatibility,server_type,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,warranty,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
latitude-e6430-1,,Laptop,simple,Laptops,"Default Category",base,385,,,,,Quad,,2.6GHz,"2015-01-28 21:38:29",,,,,384.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",,No,,,,0,500GB,,,,/l/a/latitude-e6430.jpg,"Latitude E6430",Dell,,"Buy your Latitude E6430 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Latitude E6430",,,"Use config","Use config","Latitude E6430",,,"Block after Info Column",,,,,385.0000,Intel,,4GB,,0,,,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/l/a/latitude-e6430.jpg,"Latitude E6430",,,,1,2,/l/a/latitude-e6430.jpg,"Latitude E6430","2015-02-20 18:56:42",latitude-e6430-1,latitude-e6430-1,4,"90 Day",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/l/a/latitude-e6430.jpg,"Latitude E6430",1,0
latitude-e6530-1,,Laptop,simple,Laptops,"Default Category",base,527,,,,,Quad,,2.6GHz,"2015-01-28 21:38:29",,,,,526.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",,No,,,,0,320GB,,,,/l/a/latitude-e6530.jpg,"Latitude E6530",Dell,,"Buy your Latitude E6530 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Latitude E6530",,,"Use config","Use config","Latitude E6530",,,"Block after Info Column",,,,,527.0000,Intel,,4GB,,0,,,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/l/a/latitude-e6530.jpg,"Latitude E6530",,,,1,2,/l/a/latitude-e6530.jpg,"Latitude E6530","2015-02-20 18:56:42",latitude-e6530-1,latitude-e6530-1,4,"90 Day",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/l/a/latitude-e6530.jpg,"Latitude E6530",1,0
latitude-xt2-1,,Laptop,simple,Laptops,"Default Category",base,495,,,,,Dual,,1.6GHz,"2015-01-28 21:38:29",,,,,494.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",,No,,,,0,128GB,,,,/l/a/latitude-xt2.jpg,"Latitude XT2",Dell,,"Buy your Latitude XT2 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Latitude XT2",,,"Use config","Use config","Latitude XT2",,,"Block after Info Column",,,,,495.0000,Intel,,4GB,,0,,,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/l/a/latitude-xt2.jpg,"Latitude XT2",,,,1,2,/l/a/latitude-xt2.jpg,"Latitude XT2","2015-02-20 18:56:42",latitude-xt2-1,latitude-xt2-1,4,"90 Day",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/l/a/latitude-xt2.jpg,"Latitude XT2",1,0
pavilion-dv6-6047cl-entertainment-1,,Laptop,simple,Laptops,"Default Category",base,690,,,,,Quad,,2.0GHz,"2015-01-28 21:38:29",,,,,689.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",,No,,,,0,1TB,,,,/p/a/pavilion-dv6-6047cl-entertainment.jpg,"Pavilion DV6-6047cl Entertainment",HP,,"Buy your Pavilion DV6-6047cl Entertainment today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Pavilion DV6-6047cl Entertainment",,,"Use config","Use config","Pavilion DV6-6047cl Entertainment",,,"Block after Info Column",,,,,690.0000,Intel,,8GB,,0,,,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/a/pavilion-dv6-6047cl-entertainment.jpg,"Pavilion DV6-6047cl Entertainment",,,,1,2,/p/a/pavilion-dv6-6047cl-entertainment.jpg,"Pavilion DV6-6047cl Entertainment","2015-02-20 18:56:42",pavilion-dv6-6047cl-entertainment-1,pavilion-dv6-6047cl-entertainment-1,4,"90 Day",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/a/pavilion-dv6-6047cl-entertainment.jpg,"Pavilion DV6-6047cl Entertainment",1,0
pavilion-dv6t-1,,Laptop,simple,Laptops,"Default Category",base,490,,,,,Quad,,2.4GHz,"2015-01-28 21:38:29",,,,,489.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",,No,,,,0,750GB,,,,/p/a/pavilion-dv6t.jpg,"Pavilion DV6T",HP,,"Buy your Pavilion DV6T today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Pavilion DV6T",,,"Use config","Use config","Pavilion DV6T",,,"Block after Info Column",,,,,490.0000,Intel,,8GB,,0,,,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/a/pavilion-dv6t.jpg,"Pavilion DV6T",,,,1,2,/p/a/pavilion-dv6t.jpg,"Pavilion DV6T","2015-02-20 18:56:42",pavilion-dv6t-1,pavilion-dv6t-1,4,"90 Day",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/a/pavilion-dv6t.jpg,"Pavilion DV6T",1,0
studio-1747-1,,Laptop,simple,Laptops,"Default Category",base,699,,,,,Quad,,1.6GHz,"2015-01-28 21:38:29",,,,,698.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",,No,,,,0,500GB,,,,/s/t/studio-1747.jpg,"Studio 1747",Dell,,"Buy your Studio 1747 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Studio 1747",,,"Use config","Use config","Studio 1747",,,"Block after Info Column",,,,,699.0000,Intel,,4GB,,0,,,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/s/t/studio-1747.jpg,"Studio 1747",,,,1,2,/s/t/studio-1747.jpg,"Studio 1747","2015-02-20 18:56:42",studio-1747-1,studio-1747-1,4,"90 Day",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/t/studio-1747.jpg,"Studio 1747",1,0
thinkpad-t410-1,,Laptop,simple,Laptops,"Default Category",base,395,,,,,Quad,,2.4GHz,"2015-01-28 21:38:29",,,,,394.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",,No,,,,0,320GB,,,,/t/h/thinkpad-t410.jpg,"ThinkPad T410",Lenovo,,"Buy your ThinkPad T410 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"ThinkPad T410",,,"Use config","Use config","ThinkPad T410",,,"Block after Info Column",,,,,395.0000,Intel,,4GB,,0,,,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/t/h/thinkpad-t410.jpg,"ThinkPad T410",,,,1,2,/t/h/thinkpad-t410.jpg,"ThinkPad T410","2015-02-20 18:56:42",thinkpad-t410-1,thinkpad-t410-1,4,"90 Day",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/t/h/thinkpad-t410.jpg,"ThinkPad T410",1,0
proliant-ml350-g5-dual-core-1,,Server,simple,Servers,"Default Category",base,695,,,,,Dual,2,2.66GHz,"2015-01-28 21:38:29",,,,,694.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G5,,0,250GB,4,"3.5""",SATA,/p/r/proliant-ml350-g5-dual-core.jpg,,HP,,"Buy your ProLiant ML350 G5 Dual-Core today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"ProLiant ML350 G5 Dual-Core",,,"Use config","Use config","ProLiant ML350 G5 Dual-Core",,,"Block after Info Column",,,,Single,695.0000,Intel,Yes,8GB,DDR2,0,,Tower,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-ml350-g5-dual-core.jpg,,,,,1,2,/p/r/proliant-ml350-g5-dual-core.jpg,,"2015-02-20 18:56:42",proliant-ml350-g5-dual-core-1,proliant-ml350-g5-dual-core-1,4,"1 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-ml350-g5-dual-core.jpg,"ProLiant ML350 G5 Dual-Core",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Startup Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-ml350-g5-quad-core-1,,Server,simple,Servers,"Default Category",base,895,,,,,Quad,2,2.5GHz,"2015-01-28 21:38:29",,,,,894.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G5,,0,2TB,4,"3.5""",SATA,/p/r/proliant-ml350-g5-quad-core.jpg,"ProLiant ML350 G5 Quad-Core",HP,,"Buy your ProLiant ML350 G5 Quad-Core today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"ProLiant ML350 G5 Quad-Core",,,"Use config","Use config","ProLiant ML350 G5 Quad-Core",,,"Block after Info Column",,,,Single,895.0000,Intel,Yes,32GB,DDR2,0,,Tower,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-ml350-g5-quad-core.jpg,"ProLiant ML350 G5 Quad-Core",,,,1,2,/p/r/proliant-ml350-g5-quad-core.jpg,"ProLiant ML350 G5 Quad-Core","2015-02-20 18:56:42",proliant-ml350-g5-quad-core-1,proliant-ml350-g5-quad-core-1,4,"1 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-ml350-g5-quad-core.jpg,"ProLiant ML350 G5 Quad-Core",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Startup Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl360-g5-dual-core-1,,Server,simple,Servers,"Default Category",base,295,,,,,Dual,2,2.33GHz,"2015-01-28 21:38:29",,,,,294.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G5,,0,146GB,2,"2.5""",SAS,/p/r/proliant-dl360-g5-dual-core.jpg,,HP,,"Buy your ProLiant DL360 G5 - Dual-Core today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"ProLiant DL360 G5 - Dual-Core",,,"Use config","Use config","ProLiant DL360 G5 - Dual-Core",,,"Block after Info Column",,,,Redundant,295.0000,Intel,Yes,4GB,DDR2,0,,"Rack - 1U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl360-g5-dual-core.jpg,,,,,1,2,/p/r/proliant-dl360-g5-dual-core.jpg,,"2015-02-20 18:56:42",proliant-dl360-g5-dual-core-1,proliant-dl360-g5-dual-core-1,4,"1 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl360-g5-dual-core.jpg,"ProLiant DL360 G5 - Dual-Core",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Startup Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl360-g5-quad-core-1,,Server,simple,Servers,"Default Category",base,295,,,,,Quad,2,2.53GHz,"2015-01-28 21:38:29",,,,,294.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G5,,0,146GB,2,"2.5""",SAS,/p/r/proliant-dl360-g5-quad-core.jpg,,HP,,"Buy your ProLiant DL360 G5 - Quad-Core today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"ProLiant DL360 G5 - Quad-Core",,,"Use config","Use config","ProLiant DL360 G5 - Quad-Core",,,"Block after Info Column",,,,Redundant,295.0000,Intel,Yes,4GB,DDR2,0,,"Rack - 1U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl360-g5-quad-core.jpg,,,,,1,2,/p/r/proliant-dl360-g5-quad-core.jpg,,"2015-02-20 18:56:42",proliant-dl360-g5-quad-core-1,proliant-dl360-g5-quad-core-1,4,"1 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl360-g5-quad-core.jpg,"ProLiant DL360 G5 - Quad-Core",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
